comment,clean_comment
mas wapres bisa ke grind boys ga ya biar sekut wkwkwkwk,mas wapres bisa ke grind boys ga ya biar sekut wkwkwkwk
"Baru kali ini orang beneranin meeting di komenin 😂, ketauan banget meetingnya pada ga serius",baru kali ini orang beneranin meeting di komenin ketauan banget meetingnya pada ga serius
"Sekelas wapres di ajak gimmick pesen makan 😂
Emg beda duo ini hahahaha",sekelas wapres di ajak gimmick pesen makan emg beda duo ini hahahaha
ini baru mantap,ini baru mantap
Mutan baru nih,mutan baru nih
Bisa bisa nya summon beliau😊,bisa bisa nya summon beliau
Dia yg podcast gw yg ngeri njir😭😭,dia yg podcast gw yg ngeri njir
Salut ama mental Gibran,salut ama mental gibran
14:33 dari 2014?? dari era nya FUFUFAFA dong kwkwkw,dari dari era nya fufufafa dong kwkwkw
Kurang lama durasi nya 😅😅,kurang lama durasi nya
Aman aja lah.... udah dari dulu Konoha di adu sendiri...jadi kan susah maju.... Bahas Papua pak bos,aman aja lah udah dari dulu konoha di adu sendirijadi kan susah maju bahas papua pak bos
Pria Solo ini saya dukung kalau sudah tidak menjabat kembali menjadi konten kreator colab dengan yang lain sepertinya seru 😂,pria solo ini saya dukung kalau sudah tidak menjabat kembali menjadi konten kreator colab dengan yang lain sepertinya seru
Harga diri anjlok sih,harga diri anjlok sih
"Ga nyangka kirain tretan orang baik,ko main sama gibran",ga nyangka kirain tretan orang baikko main sama gibran
CANG NGIH 😂,cang ngih
"Gada obat udah duo maut Tretan Coki ini, 😭",gada obat udah duo maut tretan coki ini
Nyawit ni orang,nyawit ni orang
Mk : admin ketemu member loh ya😹,mk admin ketemu member loh ya
"Alhamdulillah ajaran Islam memberikan saya sebuah pemahaman, humor itu dibolehkan dan kritik itu sah, tetapi ketika roasting dibangun di atas asumsi, prasangka, olok-olok dan penghakiman moral, maka ia telah keluar dari batas adab dan keadilan lisan yang diajarkan. Islam tidak memberi ruang bagi ucapan yang menghibur dengan cara merendahkan, menuduh tanpa ilmu, atau mengunci persepsi publik atas nama kebenaran moral. Kelucuan yang lahir dari su’uzhan dan istihza’ bukanlah kecerdasan, melainkan kelalaian akhlak yang dinormalisasi. Karena itu, sekalipun laku di pasar, ramai pendukung, dan diniatkan “baik”, praktik semacam ini tetap tidak bisa dibenarkan secara etika Islam, sebab Islam menilai bukan dari niat dan popularitas, melainkan dari kebenaran, keadilan, dan dampak ucapan terhadap martabat manusia. Maaf saya tidak memaksakan agama saya sebagai standar publik, saya hanya sekedar menjelaskan tentang batas etika yang telah saya pahami agar wajib berhati-hati saat berbicara di ruang bersama.",alhamdulillah ajaran islam memberikan saya sebuah pemahaman humor itu dibolehkan dan kritik itu sah tetapi ketika roasting dibangun di atas asumsi prasangka olokolok dan penghakiman moral maka ia telah keluar dari batas adab dan keadilan lisan yang diajarkan islam tidak memberi ruang bagi ucapan yang menghibur dengan cara merendahkan menuduh tanpa ilmu atau mengunci persepsi publik atas nama kebenaran moral kelucuan yang lahir dari suuzhan dan istihza bukanlah kecerdasan melainkan kelalaian akhlak yang dinormalisasi karena itu sekalipun laku di pasar ramai pendukung dan diniatkan baik praktik semacam ini tetap tidak bisa dibenarkan secara etika islam sebab islam menilai bukan dari niat dan popularitas melainkan dari kebenaran keadilan dan dampak ucapan terhadap martabat manusia maaf saya tidak memaksakan agama saya sebagai standar publik saya hanya sekedar menjelaskan tentang batas etika yang telah saya pahami agar wajib berhatihati saat berbicara di ruang bersama
"lepasin aja mas gibran kalau mau ketawa, dan ini mencerminkan fans fanatik seseoarang dengan suatu kubu dengan duit sebagai alatnya membuat keliatan bodoh dan sampai bisa diadu domba adalah bodoh kuadrat hahaha , padahal tinggal dinikmatin aja kelucuan ini ajg, dan menuntut yang disampaikan pas jadi calon, bukan di adu dombanya ajg emang netizen indo ni bego hahahah",lepasin aja mas gibran kalau mau ketawa dan ini mencerminkan fans fanatik seseoarang dengan suatu kubu dengan duit sebagai alatnya membuat keliatan bodoh dan sampai bisa diadu domba adalah bodoh kuadrat hahaha padahal tinggal dinikmatin aja kelucuan ini ajg dan menuntut yang disampaikan pas jadi calon bukan di adu dombanya ajg emang netizen indo ni bego hahahah
selain jago terlihat sabar gibran juga jago nahan ketawa,selain jago terlihat sabar gibran juga jago nahan ketawa
Engga berhenti ketawa cuy liatnya!!!!,engga berhenti ketawa cuy liatnya
"Nahhh....gini dong,ngeroasting didepan orangnya . Jadi ga ada orng lain yg tersinggung untuk org lain.",nahhhgini dongngeroasting didepan orangnya jadi ga ada orng lain yg tersinggung untuk org lain
agak seger yeeee kali ini,agak seger yeeee kali ini
"Gibran dari dulu nimbrung sama anak MLI sering di roasting, baru kena roasting tier 1 nya panji, pemuda jawa dan batak panas 😂😂😂",gibran dari dulu nimbrung sama anak mli sering di roasting baru kena roasting tier nya panji pemuda jawa dan batak panas
Roastjng depan orangnga lsg 😅,roastjng depan orangnga lsg
😂😂,
"Sebenarnya pejabat nya di kritik gak apa² toh sebenarnya mereka jg temenan, tpi pengikutnya dan penjilatnya yg agak-agak😂",sebenarnya pejabat nya di kritik gak apa toh sebenarnya mereka jg temenan tpi pengikutnya dan penjilatnya yg agakagak
Sangka siapa 😂,sangka siapa
"Bekingannya Wapres, Ngeri",bekingannya wapres ngeri
Baru 4 menit udah GAK SANTAI 😂😂😂😂,baru menit udah gak santai
lucu banget satu indonesia berdebat tentang muka Gibran wkwkwkwk,lucu banget satu indonesia berdebat tentang muka gibran wkwkwkwk
"Keren sumpah, ngakak jir",keren sumpah ngakak jir
"8:40 saya menunggu counter dari muslim "" yg pentingkan bukan ijazah""",saya menunggu counter dari muslim yg pentingkan bukan ijazah
15:52 wkwkwk,wkwkwk
UDAAH FUFUFAFA KELUAR AJAAA UDAAAHHH WKWKWKWKWKWKWKWK🤣🤣🤣🤣🤣🤣,udaah fufufafa keluar ajaaa udaaahhh wkwkwkwkwkwkwkwk
Spertinya tugas ke papua bukan ngurusin embege tp nanem sesuatu kekny🗿,spertinya tugas ke papua bukan ngurusin embege tp nanem sesuatu kekny
"Pandji semi pvp😅
Coki muslim full pvp 😂",pandji semi pvp coki muslim full pvp
Bu irma chaniago harus nonton ini😭 HAHAHA.,bu irma chaniago harus nonton ini hahaha
19 JT lapangan pekerjaan gak lu tanya slim😂,jt lapangan pekerjaan gak lu tanya slim
"Lemah panji cuman berani main dari belakang lewat mens rea, lah duo ini langsung di depan sumber nya , bukti keuntungan mendukung REZIM wkwkwkkw chuaks",lemah panji cuman berani main dari belakang lewat mens rea lah duo ini langsung di depan sumber nya bukti keuntungan mendukung rezim wkwkwkkw chuaks
Nunggu Mas Pandji komen disini,nunggu mas pandji komen disini
Agak bahaya muslim ini,agak bahaya muslim ini
Di roasting pake kopi 😂,di roasting pake kopi
Bentar bangit njir minimal 1 jam lah,bentar bangit njir minimal jam lah
Ai ini mah,ai ini mah
disini kita dapat melihat setengah gibran setangah fufufafa😂😂,disini kita dapat melihat setengah gibran setangah fufufafa
bang mustinya bang rismon sianipar lo ajak dong.....,bang mustinya bang rismon sianipar lo ajak dong
PRIA SOLO LAGI.,pria solo lagi
Kurang panjang durasinya,kurang panjang durasinya
wapres cuk itu wkwkwkwk,wapres cuk itu wkwkwkwk
Gokil wapres gua ma 😂,gokil wapres gua ma
Final boss,final boss
wapres dijadiin alat endorse,wapres dijadiin alat endorse
AI kan ini,ai kan ini
Diajak mas pandji buat di skakmat banyak alasan. Giliran yang bercanda malah datang wkwkwk kualitas wapres planga plongo. Sampah juga lu tretan,diajak mas pandji buat di skakmat banyak alasan giliran yang bercanda malah datang wkwkwk kualitas wapres planga plongo sampah juga lu tretan
AI nya keren bnget cuk kya asli 😂😂,ai nya keren bnget cuk kya asli
"Greget banget,roaastingan coki sama tretan.",greget bangetroaastingan coki sama tretan
kontraknya diperpanjang ternyata,kontraknya diperpanjang ternyata
"langsung Roy Suryo, Chuakss",langsung roy suryo chuakss
Coki kalo ketawa nular satt,coki kalo ketawa nular satt
"Gw gk ngeliat ini roasting, ini mah buzzer lagi kerja😂😂😂",gw gk ngeliat ini roasting ini mah buzzer lagi kerja
"Pdhl Gibran Panji temenan gw pernah liat di podcast Deddy, tpi netizen nya ribut suka aneh sih😂",pdhl gibran panji temenan gw pernah liat di podcast deddy tpi netizen nya ribut suka aneh sih
Teori kebalikan,teori kebalikan
awkwkwkwkwk satttt ini lucu bngtt apa lagi menit 4.20 asliii,awkwkwkwkwk satttt ini lucu bngtt apa lagi menit asliii
Next coha pria sawit itu🤣🙏,next coha pria sawit itu
"Sebelum ikut stand up comedy, tretan adl seorang pemuda  biasa2 saja pada umumnya... Lihat sekarang..... ❤",sebelum ikut stand up comedy tretan adl seorang pemuda biasa saja pada umumnya lihat sekarang
Lucu juga beliau,lucu juga beliau
"Inilah yang dinamakan propaganda yang masuk di anak muda 😂

Cerdas, dan tidak kaku.",inilah yang dinamakan propaganda yang masuk di anak muda cerdas dan tidak kaku
Naikkan posisi mas bagas,naikkan posisi mas bagas
Ga sklian di senggol FFF 😂,ga sklian di senggol fff
Maklum ya teman2. Ini channel dibawah ketek sang penguasa. Jadi topik kaya gini harus diulang2 diangkat. Lagi main aman dulu. Chuaaakkzzzz,maklum ya teman ini channel dibawah ketek sang penguasa jadi topik kaya gini harus diulang diangkat lagi main aman dulu chuaaakkzzzz
"inikah nikmatnya kebebasan bersuara?
jokes berbahaya di ruang publik bukan sesuatu yg ada di dalam bingo list ku wkwkwkwk",inikah nikmatnya kebebasan bersuara jokes berbahaya di ruang publik bukan sesuatu yg ada di dalam bingo list ku wkwkwkwk
Baru kali ini ada wapres komentar warga new york 😅😂,baru kali ini ada wapres komentar warga new york
"Keren di undang langsung aja, koneksi nya mantep nih",keren di undang langsung aja koneksi nya mantep nih
Wkwk pandji sama roy lucuan mana sat banget tretan,wkwk pandji sama roy lucuan mana sat banget tretan
ketar ketir gw nontonnya jir,ketar ketir gw nontonnya jir
"pointnya :
1. sudah gini dari lahir, tdk masalah untuk menghibur orang
2. anak saya baru lahir udah di roasting MLI, tidak apa apa, 
3. apa yang disampaikan pandji, kritikan untuk kita semua, tidak usah saling melaporkan, membully
3. pandji tdk papa,, jangan bully istri anak nya ( mereka tdk salah )
4. laporan yang penistaan agama ( gibran ga tau ) tdk ada hub dengan saya, tdk tau siapa yg melapor
5. joke joke anak komika, dari dulu spt itu, dibawa santai aja, 
6. pandji lucu, kalo ga lucu ga mungkin nomor 1 di netflix
7. pandji / roy suryo : padnji komedi, pak roy suryo tentang it
8. papua : hatrik main bola, gibran : nggak juga
9. biak ke wamena ; cuma sebentar,  melaksanakan tugas, banyak tempat, tugas kita percepatan / tugas presiden, mbg, sekolah rakyat, kampung nelayan, sekolah rusak, sblm desember pada diundang ke istana

10. ikn : progres baik sesuai time line, tdk ada stop, pembangunan di percepat, nataru pengunjung rame,, 50 menit dari balik papan
11. ngejokes warung makan, gimik nya harus jalan
12  asli lah mahasiswa nya, ojol dikira ojol palsu,, anak muda terpapar berita hoax , berita negatif, diundang ke istana, keluhana ini itu
13, ikn dikebut untuk yudikatif dan legislatif, 2028, ribuan asn taun ini mengirim ke ikn, kantor wapres sudah mulai finising, kalau mangkrak tdk mangkrak sih

14. bebek tdk kolestrol, kalau dimasak dengan baik
15. evaluasi menu, semuanya, keselamatan, mbg smg taun ini merata,, keracunan akan di evaluasi, mohon maaf, ya semua diperbaiki lah,  program prioritas presiden masih 1 tahun, jadi silahkan di kritik, banyak plus minus silahkan dari siswa2 ortu murid,

16. gibran asik banget, semua boleh, kita bebas,, capek lah debat

makan, jokes pesen kopi, supaya ga ngantuk, 

17, konten kreator ga bakalan di laporin, aman kok, asal di koridor2 yang sesuai, gak pernah marah, santai, 
18.sabtu minnggu libur? tergantung ada acara tdk
19. coki : mas gibran selow banget, gibran : terus harus gimana ?
20. jokes bayar makanan,, terimakasih

gw pikir apa, sesua harapan saya,, porsi bicara nya dikit,, wkkwkwkwkw banyakan HOST

21. ada ruang meeting nya, meeting di bebek carok, mereka meeting beneran itu,,, 

omg...wkkwkw cuk",pointnya sudah gini dari lahir tdk masalah untuk menghibur orang anak saya baru lahir udah di roasting mli tidak apa apa apa yang disampaikan pandji kritikan untuk kita semua tidak usah saling melaporkan membully pandji tdk papa jangan bully istri anak nya mereka tdk salah laporan yang penistaan agama gibran ga tau tdk ada hub dengan saya tdk tau siapa yg melapor joke joke anak komika dari dulu spt itu dibawa santai aja pandji lucu kalo ga lucu ga mungkin nomor di netflix pandji roy suryo padnji komedi pak roy suryo tentang it papua hatrik main bola gibran nggak juga biak ke wamena cuma sebentar melaksanakan tugas banyak tempat tugas kita percepatan tugas presiden mbg sekolah rakyat kampung nelayan sekolah rusak sblm desember pada diundang ke istana ikn progres baik sesuai time line tdk ada stop pembangunan di percepat nataru pengunjung rame menit dari balik papan ngejokes warung makan gimik nya harus jalan asli lah mahasiswa nya ojol dikira ojol palsu anak muda terpapar berita hoax berita negatif diundang ke istana keluhana ini itu ikn dikebut untuk yudikatif dan legislatif ribuan asn taun ini mengirim ke ikn kantor wapres sudah mulai finising kalau mangkrak tdk mangkrak sih bebek tdk kolestrol kalau dimasak dengan baik evaluasi menu semuanya keselamatan mbg smg taun ini merata keracunan akan di evaluasi mohon maaf ya semua diperbaiki lah program prioritas presiden masih tahun jadi silahkan di kritik banyak plus minus silahkan dari siswa ortu murid gibran asik banget semua boleh kita bebas capek lah debat makan jokes pesen kopi supaya ga ngantuk konten kreator ga bakalan di laporin aman kok asal di koridor yang sesuai gak pernah marah santai sabtu minnggu libur tergantung ada acara tdk coki mas gibran selow banget gibran terus harus gimana jokes bayar makanan terimakasih gw pikir apa sesua harapan saya porsi bicara nya dikit wkkwkwkwkw banyakan host ada ruang meeting nya meeting di bebek carok mereka meeting beneran itu omgwkkwkw cuk
KALO KRITIK TUH GINI NGOMONG LANGSUNG DEPAN ORANGNYA JANGAN DDPAN ORANG LAIN 😂😂,kalo kritik tuh gini ngomong langsung depan orangnya jangan ddpan orang lain
udah 2x indonesia mempunyai wapres yang tidak ada wibawanya sama sekalii,udah x indonesia mempunyai wapres yang tidak ada wibawanya sama sekalii
"Lagian yg dibahas panji tuh byk ,knp yg disorot cm bagian gibran ngantuk😂😂😂",lagian yg dibahas panji tuh byk knp yg disorot cm bagian gibran ngantuk
kenapa gak bahas fufufafa 😹,kenapa gak bahas fufufafa
12:58 Paspampres tutup mulut takut ketawa😂😂😂,paspampres tutup mulut takut ketawa
Sehat sehat untuk pak prabowo dan mas gibran ❤,sehat sehat untuk pak prabowo dan mas gibran
"1. lupa resep
2. lupa agama
3. lupa password",lupa resep lupa agama lupa password
"Geloo langsung jastipnya dihadirkan wkwkw. Tinggal menunggu bung Tretan diangkat jadi stafsus 🥳😂 
Btw ini mas Gibran kalo jd model atau aktor sebenernya ganteng2 aja, macem oppa korea. Bismillah dirut pertamina 🤪",geloo langsung jastipnya dihadirkan wkwkw tinggal menunggu bung tretan diangkat jadi stafsus btw ini mas gibran kalo jd model atau aktor sebenernya ganteng aja macem oppa korea bismillah dirut pertamina
Kalau coki udah ketawa nggak ada suara udah bahaya 😂,kalau coki udah ketawa nggak ada suara udah bahaya
"Anda trlalu baik mas gibran, standup tuh utk menghibur bukan utk menghina.. aplagi dia menjatuhkan karna dia gak dapat jabatan.. jgn mau lah standup di ciderain oleh si panji d*ng* itu",anda trlalu baik mas gibran standup tuh utk menghibur bukan utk menghina aplagi dia menjatuhkan karna dia gak dapat jabatan jgn mau lah standup di ciderain oleh si panji dng itu
Sy bahagia 😂😂😂,sy bahagia
Tampan dan pemberani wkwkw😂,tampan dan pemberani wkwkw
Ente ente gak bisa gini ke almarhum pak Harto soalnya wkwkwk.,ente ente gak bisa gini ke almarhum pak harto soalnya wkwkwk
"Salah satu tugas buzzer, menetralkan suasana😂😂😂",salah satu tugas buzzer menetralkan suasana
"Media ini lebih besar dibanding liputan6, catatan demokrasi, rakyat bersuara, karena bisa lngsng mengundang gibran, dan ngebahasnya sesantai ini, memang akun mantan buzzer ini engga ada dua nya😂",media ini lebih besar dibanding liputan catatan demokrasi rakyat bersuara karena bisa lngsng mengundang gibran dan ngebahasnya sesantai ini memang akun mantan buzzer ini engga ada dua nya
Pas Pampers tuh keliatan badannya gede gede😂😂😂,pas pampers tuh keliatan badannya gede gede
Tapi emank cocok kan jadi bintang tamu di acara kayak gini gini deh wapres.,tapi emank cocok kan jadi bintang tamu di acara kayak gini gini deh wapres
"Best striker in the world, Robert Gibrandowski",best striker in the world robert gibrandowski
Paspampres : 🧐 wkwkwk,paspampres wkwkwk
Chuaaaxsss,chuaaaxsss
ini lucu ini🎉😅,ini lucu ini
Lihat mas Gibran mengobati kangen ke pak jokowi😘,lihat mas gibran mengobati kangen ke pak jokowi
Kualitas kamera sudah updgrade skrg sperti film dokumenter,kualitas kamera sudah updgrade skrg sperti film dokumenter
8:37 😂😂😂,
"recal"" langsung di depan orangnya😂😂😂bjirrr",recal langsung di depan orangnyabjirrr
Njir langsung ngundang fufu fafa 😂😂😂😂,njir langsung ngundang fufu fafa
itukan pria solo yg berkelanjutan,itukan pria solo yg berkelanjutan
"Edan memanfaatkan momentumnya keren, real madrid kah 2029 menunya cuma wowo vs fufu",edan memanfaatkan momentumnya keren real madrid kah menunya cuma wowo vs fufu
