comment,clean_comment,sentiment
paman coki ketawa tanpa suara🥶😭,paman coki ketawa tanpa suara,negative
Kalo masih bareng prabowo jadi wapres 2029 maka fix 2034 presiden,kalo masih bareng prabowo jadi wapres maka fix presiden,neutral
Dikelilingi pas pampres tapi tetap komedi depan kurang 😅😅😅😂😂😂😂😂,dikelilingi pas pampres tapi tetap komedi depan kurang,positive
Kerja bran....Kampanye terus.... mahal gw gaji lo,kerja brankampanye terus mahal gw gaji lo,negative
trio maut tapi yang tengah udah pensiun soalnya lupa akun kaskus,trio maut tapi yang tengah udah pensiun soalnya lupa akun kaskus,neutral
Bran bran. Suruh bapak tobat,bran bran suruh bapak tobat,neutral
"setelah nonton ini, mending gibran gabung MLI aja jir ketimbang jadi wapres wkwkwkw",setelah nonton ini mending gibran gabung mli aja jir ketimbang jadi wapres wkwkwkw,negative
"Coba bahas, gua bener2 gak iklas kalo pegawai MBG jadi P3K kita yang kerja udh 8 tahuh gajih 500 ribu sebulan gak di hargai, sekarang gua di angkat jdi p3K paruh waktu di Pandeglang cuma bisa ngasih upah 500ribu apakah itu adil",coba bahas gua bener gak iklas kalo pegawai mbg jadi pk kita yang kerja udh tahuh gajih ribu sebulan gak di hargai sekarang gua di angkat jdi pk paruh waktu di pandeglang cuma bisa ngasih upah ribu apakah itu adil,negative
hmmm gojek gojek dibelakang ngapain yaa???😂😂,hmmm gojek gojek dibelakang ngapain yaa,negative
"sompret gokil bener duo killer, one hit kill panji sama roy suryo ",sompret gokil bener duo killer one hit kill panji sama roy suryo,positive
"Rame cuk,cuma jokesnya waaahh bnget dalam jurang🤣",rame cukcuma jokesnya waaahh bnget dalam jurang,negative
"Kmrn ada yg kritik MBG, ig atau sosmednya kok di surati kominfo 😅",kmrn ada yg kritik mbg ig atau sosmednya kok di surati kominfo,neutral
8:37 Selain ijazah sertifikat halal juga harus diperlihatkan,selain ijazah sertifikat halal juga harus diperlihatkan,neutral
Ini wapres kita sekarang? Cuma bebek carok doang yg aura farming ini,ini wapres kita sekarang cuma bebek carok doang yg aura farming ini,negative
info loker...,info loker,neutral
Curiga gue yg ojol dibelakang😂,curiga gue yg ojol dibelakang,negative
Apakah ini Veo 3 🗿🗿,apakah ini veo,negative
"Dateng ke youtube ginian mau, ke youtube Pandji di skakmat gak mau 😅",dateng ke youtube ginian mau ke youtube pandji di skakmat gak mau,negative
kontrak buzzer nya di perpanjaaangg weeey mantapp cuan cuan,kontrak buzzer nya di perpanjaaangg weeey mantapp cuan cuan,positive
Kok ga bahas lapangan pekerjaan sii,kok ga bahas lapangan pekerjaan sii,negative
"gaji guru honorer mas wapres, paling ngga biar ngga iri sama supir mbg",gaji guru honorer mas wapres paling ngga biar ngga iri sama supir mbg,negative
"emang ni bocah cocoknya jadi komika yg kebetulan lahir dari keluarga pejabat. tiap kali ngomong ga ada yg bisa diulik insightnya cuk, kek anak smp disuruh jawab soal pilihan ganda yg jawabannya emg udah hapal dari jaman sd",emang ni bocah cocoknya jadi komika yg kebetulan lahir dari keluarga pejabat tiap kali ngomong ga ada yg bisa diulik insightnya cuk kek anak smp disuruh jawab soal pilihan ganda yg jawabannya emg udah hapal dari jaman sd,negative
"Di sini seharusnya membuktikan, melaporkan Pandji adalah tindakan goblok. Dasar Buzzer tolol",di sini seharusnya membuktikan melaporkan pandji adalah tindakan goblok dasar buzzer tolol,negative
Ini real apa ai plis?,ini real apa ai plis,neutral
Sangat lawak 🤣,sangat lawak,negative
"Wakakakaka....
Hmmmmmmmmmm....
Intereeesttiiingggg...
😂😂😂😂😂😂😂",wakakakaka hmmmmmmmmmm intereeesttiiingggg,negative
"waahhhhh , se santai ini ya mas wakil presiden kitaaaa ..... , salut , benar2 santai ,",waahhhhh se santai ini ya mas wakil presiden kitaaaa salut benar santai,positive
tak kiraen AI tape beneran cvk,tak kiraen ai tape beneran cvk,positive
"reuni 3 dark jokes, cuma yg tengah udah punya jabatan jadi sungkan mau lempar jokes",reuni dark jokes cuma yg tengah udah punya jabatan jadi sungkan mau lempar jokes,negative
PLENGER FINAL BOSS,plenger final boss,neutral
"waduh kemarin banyak yang bilang kalo termul pada gak nonton mens rea sampe akhir pada bilang kalo mereka cuma nonton potongan ditiktok, tapi ternyata ada pembela pandji yang gak nonton video ini sampe akhir juga wkkwwkwk, 18 menit doang loh padahal bukan berjam2 ini video",waduh kemarin banyak yang bilang kalo termul pada gak nonton mens rea sampe akhir pada bilang kalo mereka cuma nonton potongan ditiktok tapi ternyata ada pembela pandji yang gak nonton video ini sampe akhir juga wkkwwkwk menit doang loh padahal bukan berjam ini video,negative
"Saya suka mas Gibran kalo ngonten gini...
Jadi Youtuber aja mas...Belum pantas jadi Wapres",saya suka mas gibran kalo ngonten gini jadi youtuber aja masbelum pantas jadi wapres,negative
"Slah satu calon pemimpin yg bisa membawa kita jauh lebih baik, seandainya tidak terlalu di paksakn.",slah satu calon pemimpin yg bisa membawa kita jauh lebih baik seandainya tidak terlalu di paksakn,positive
Wah panutan kami yg mulia 🤗,wah panutan kami yg mulia,positive
Hip..Hip…Horaaaay 🎉,hiphiphoraaaay,positive
"Penasaran bagaimana jika dia dipertemukan sama Syahrini secara langsung. Bakal brutal ga tuh, secara fantasinya di masa lalu. 😂",penasaran bagaimana jika dia dipertemukan sama syahrini secara langsung bakal brutal ga tuh secara fantasinya di masa lalu,negative
Disini muslim doang kan yg bersih?,disini muslim doang kan yg bersih,negative
lucu bangettttt aslii wkwkwkwkw,lucu bangettttt aslii wkwkwkwkw,positive
"Salut juga nih sama bapak Gibran,wadaw ""bapak"" 😁 di tanya tentang Pak Roy suryo dan Om Pandji,jawabnya ngga lebay juga,masih bisa masuk logika jiaaaahh
Kalo u sama u spesialis komen ngalor ngidul hahahaha",salut juga nih sama bapak gibranwadaw bapak di tanya tentang pak roy suryo dan om pandjijawabnya ngga lebay jugamasih bisa masuk logika jiaaaahh kalo u sama u spesialis komen ngalor ngidul hahahaha,positive
Makin mules gw,makin mules gw,negative
"Terlepas dari kontroversi nya si Gibran ini dgn jabatannya, sudah sepatutnya merespon candaan dan kritik publik dgn santai, caranya Gibran merespon Mens Rea jauh lebih baik dari cara pemerintah menangani kritik.",terlepas dari kontroversi nya si gibran ini dgn jabatannya sudah sepatutnya merespon candaan dan kritik publik dgn santai caranya gibran merespon mens rea jauh lebih baik dari cara pemerintah menangani kritik,positive
Gue cuman nonton kenapa deg degan sih 😢,gue cuman nonton kenapa deg degan sih,negative
Ah pria solo junior itu lagi,ah pria solo junior itu lagi,neutral
Nah gitu dong pejabat publik gak baperan bahkan terbuka untuk di kritik,nah gitu dong pejabat publik gak baperan bahkan terbuka untuk di kritik,negative
"Nahhh roasting tuh depan orangnya langsung, klo panji mah ghibah namanyaa 🤪. Untung mas gibran santai, bersyukur lo panji mas gibran bukan orang yg mudah tersinggung",nahhh roasting tuh depan orangnya langsung klo panji mah ghibah namanyaa untung mas gibran santai bersyukur lo panji mas gibran bukan orang yg mudah tersinggung,positive
Wkwk Gibran sudah biasa soal pesan memesan 😅,wkwk gibran sudah biasa soal pesan memesan,neutral
kelas cuk,kelas cuk,positive
jokes mereka bahaya bngt bjir,jokes mereka bahaya bngt bjir,negative
Bebek carok naik level cok,bebek carok naik level cok,negative
gitu dong baru saya salut...nich,gitu dong baru saya salutnich,positive
BANGKITLAH FUFUFAFA 🔥🔥🔥🔥,bangkitlah fufufafa,positive
Real banget ya ai nya? Pake ai apa mas?,real banget ya ai nya pake ai apa mas,negative
"Kurangg lama cok,18 mnt doang pembukaan doang",kurangg lama cok mnt doang pembukaan doang,negative
"Asik gini Gibran. Seru juga. Malah suruh perlihatin Sertifikat Halal restorannya😂
niatnya ini inspeksi sekalian maksudnya😂",asik gini gibran seru juga malah suruh perlihatin sertifikat halal restorannya niatnya ini inspeksi sekalian maksudnya,negative
Mutan baru bang😅,mutan baru bang,negative
Ijazah?,ijazah,neutral
Jujutsu kaisen kalau kalah sama mens rea jadi apa?,jujutsu kaisen kalau kalah sama mens rea jadi apa,negative
Joke pinggir Wapres ini 😂,joke pinggir wapres ini,neutral
"*kecewa banget padahal kita nunggu pertanyaan pamungkas ""MAS GIBRAN MASIH INGAT PASWORD AKUN FUFUFAFA??* 😂😂😂",kecewa banget padahal kita nunggu pertanyaan pamungkas mas gibran masih ingat pasword akun fufufafa,negative
Yang ga boleh nanyain 19 juta lapangan fadel,yang ga boleh nanyain juta lapangan fadel,negative
"Pejabat nge-podcast? 
Oh iya juga sih, kan hari libur sekarang",pejabat ngepodcast oh iya juga sih kan hari libur sekarang,negative
"Mas gibran ini dr dlu udh ering di hina,tp beliau legowo bgt,kdg saya yg greget. Terlalu sabar sampean iku mas 😅😅😅",mas gibran ini dr dlu udh ering di hinatp beliau legowo bgtkdg saya yg greget terlalu sabar sampean iku mas,positive
AI ini,ai ini,negative
Wapres Gibran ngentott anjingg bangsaaattt kontollll,wapres gibran ngentott anjingg bangsaaattt kontollll,negative
"Ayo mas gibran, jiwa fufufifi nya keluarkaaaaann… saya tau jiwa anda sangat liaaaarrrr wkwkwkwkwk",ayo mas gibran jiwa fufufifi nya keluarkaaaaann saya tau jiwa anda sangat liaaaarrrr wkwkwkwkwk,positive
woi 😢,woi,positive
"""Gibran Ngantuk Ya?!""",gibran ngantuk ya,negative
Ijin clip bang,ijin clip bang,positive
Mas Bagas besok ilang,mas bagas besok ilang,negative
Coba coky.. ajak mas Gibran ke engkong engkong kosong.,coba coky ajak mas gibran ke engkong engkong kosong,neutral
Titip sebelum rame🔥,titip sebelum rame,neutral
Gg mas Gibran respect bgt gue,gg mas gibran respect bgt gue,positive
"Gw kira thumbnail cuma sekedar thumbnail, orang nya yg jadi topik pembahasan cokmus, cuma mereka berdua yg in frame. Ternyata zhapppp orang nya beneran hadir dong hahahaha.. 😆",gw kira thumbnail cuma sekedar thumbnail orang nya yg jadi topik pembahasan cokmus cuma mereka berdua yg in frame ternyata zhapppp orang nya beneran hadir dong hahahaha,positive
Selamat tretan dan coki. Sebentar lagi jadi komisaris,selamat tretan dan coki sebentar lagi jadi komisaris,neutral
Wkwkwkwk 🦅🦅🦅🦅,wkwkwkwk,positive
Lagi di poles biar makin terlihat berkilau,lagi di poles biar makin terlihat berkilau,positive
Saya kangen ini,saya kangen ini,positive
13:16 wait🗿🗿,wait,positive
"""Panji vs roy suryo lucuan mana""?, wkwkwk lucu bgt t*i,",panji vs roy suryo lucuan mana wkwkwk lucu bgt ti,positive
Awas di serang mas2 gendut baret ungu,awas di serang mas gendut baret ungu,negative
Mas Gibran bisa lah podkes  bareng pandji di Skakmat😅,mas gibran bisa lah podkes bareng pandji di skakmat,neutral
"Alaamkkk adminnya nya cuyyy, membaur bet wakil kita ini, gak kerasa gua nonton sampai selesai..  Full ketawa liat nya",alaamkkk adminnya nya cuyyy membaur bet wakil kita ini gak kerasa gua nonton sampai selesai full ketawa liat nya,positive
"Lepasin aja Mas,jgn d kunci senyumnya",lepasin aja masjgn d kunci senyumnya,neutral
AI yaa ini?,ai yaa ini,neutral
"Mas, bahas ini boleh? 
Boleh
Bahas ini boleh? 
Boleh
Bahas fufufafa apakah boleeeeeeeehhh??? 
Tentu tidaaak doooooooong.... 😅😂😅",mas bahas ini boleh boleh bahas ini boleh boleh bahas fufufafa apakah boleeeeeeeehhh tentu tidaaak doooooooong,negative
gemini udah se real ini ya 😂,gemini udah se real ini ya,negative
"Lapor mas Wapres, dikota saya, tepatnya di Kalimantan Timur, Kota Samarinda, masih ada sekolah negeri yang belum mendapat program MBG, tolong mas wapres segera didata dan ditinjau lagi untuk sekolah-sekolah di Samarinda sudah mendapat program Pak President atau belum🙏, jujur saya dari keluarga sederhana, ibu saya pedagang umkm di pasar, jika ada mbg saya bisa menabung dan meningkatkan kesempatan saya untuk memperbaiki ekonomi🙏",lapor mas wapres dikota saya tepatnya di kalimantan timur kota samarinda masih ada sekolah negeri yang belum mendapat program mbg tolong mas wapres segera didata dan ditinjau lagi untuk sekolahsekolah di samarinda sudah mendapat program pak president atau belum jujur saya dari keluarga sederhana ibu saya pedagang umkm di pasar jika ada mbg saya bisa menabung dan meningkatkan kesempatan saya untuk memperbaiki ekonomi,neutral
Kira2 Paspampres yg sedang jaga disana pada ketawa gak yah.,kira paspampres yg sedang jaga disana pada ketawa gak yah,neutral
santai tapi.. wkw,santai tapi wkw,positive
"Berarti wapres itu gabut bnr ya, dia ndk ngapa ngapain bsa digaji dri duit rakyat",berarti wapres itu gabut bnr ya dia ndk ngapa ngapain bsa digaji dri duit rakyat,negative
"Bapaknya direndahin ketum partai, Anaknya diroasting komika ahh moment",bapaknya direndahin ketum partai anaknya diroasting komika ahh moment,neutral
Pria solo sudah pria sawit kapan?,pria solo sudah pria sawit kapan,negative
Pedagang di kantin sekolahan omsetnya menurun  mas ghibran,pedagang di kantin sekolahan omsetnya menurun mas ghibran,negative
Dimana kita bisa temukan Wakil presiden se santai beliau 😅,dimana kita bisa temukan wakil presiden se santai beliau,neutral
Apakah Pria Solo itu bernama Gibran Stoik Rakabuming,apakah pria solo itu bernama gibran stoik rakabuming,neutral
"Jujur dari hati nih ya, sbnrnya gibran mah fine2 aja org dia org nya selow, yg ribet itu pendukungnya anjirr wkwk",jujur dari hati nih ya sbnrnya gibran mah fine aja org dia org nya selow yg ribet itu pendukungnya anjirr wkwk,negative
Gaaannyaaaanngggg gannnyyyynnnggg ganyang fuuff......,gaaannyaaaanngggg gannnyyyynnnggg ganyang fuuff,positive
"Mens rea,,, aman,,,,😅",mens rea aman,positive
"Komedi di seriusin
USTAD CABUL DI SEMBAHI",komedi di seriusin ustad cabul di sembahi,negative
gelisah banget waktu coki muslim ngejoks wkwk,gelisah banget waktu coki muslim ngejoks wkwk,negative
Akhirnya admin turun tangan,akhirnya admin turun tangan,neutral
Wkwkwk ndji ndjiiii😂😂😂 Gibran 1- 0 Pandji😂😂,wkwkwk ndji ndjiiii gibran pandji,neutral
sungguh terlalu,sungguh terlalu,negative
santai....blablabla santai... ikn? santaiii.... mbg? santaiiii...,santaiblablabla santai ikn santaiii mbg santaiiii,positive
"2 komika paling absurd😂😂, gua yg nonton ketar ketir.",komika paling absurd gua yg nonton ketar ketir,negative
08:41 agak familiar,agak familiar,negative
JILATT TEROSSS,jilatt terosss,negative
"2 pria meroasting, 19 juta pria menunggu lapangan pekerjaan❤",pria meroasting juta pria menunggu lapangan pekerjaan,negative
"Didepan kamera cma ada 3 orang
Dibelakang udah penuh ama ajudan, pengawal, protokoler😂😂😂
Keringat dingin dah tu😂
Tapi salut bisa datangkan mas wapres",didepan kamera cma ada orang dibelakang udah penuh ama ajudan pengawal protokoler keringat dingin dah tu tapi salut bisa datangkan mas wapres,positive
"Siapapun ajak mas mas berbaju biru itu ikut stand up, lucu anjir",siapapun ajak mas mas berbaju biru itu ikut stand up lucu anjir,neutral
Harusnya masuk netflix juga ini 😅,harusnya masuk netflix juga ini,neutral
Ngomongnya gausah di berat berat in bran,ngomongnya gausah di berat berat in bran,negative
"Ke podcast ngobrol receh bisa dateng, tp ke kampus diskusi serius gak pernah. Kon***",ke podcast ngobrol receh bisa dateng tp ke kampus diskusi serius gak pernah kon,neutral
Ah saya tau arahnya kemana 😂😂,ah saya tau arahnya kemana,positive
"WKWKW KEREN BGT COKI SAMA TRETAN, MAS GIBRAN JUGA KEREN LEGOWO MENTOKKKK",wkwkw keren bgt coki sama tretan mas gibran juga keren legowo mentokkkk,positive
Njiir... gw nontonnya kok tegang ya 😅,njiir gw nontonnya kok tegang ya,negative
Respon yg elegan 🫡🫡🫡,respon yg elegan,positive
Ajiggg cok 😂😂😂😂😂,ajiggg cok,negative
Cihuyyyy,cihuyyyy,negative
Penjilat kah tretan dan coki ini??? TERMUL DONGO😂😂😂,penjilat kah tretan dan coki ini termul dongo,negative
mas coki nahan tawa ajaa nih😅,mas coki nahan tawa ajaa nih,negative
Coki tretan muslim bangsatttt 🤣🤣🤣,coki tretan muslim bangsatttt,negative
"masyaalllaaaaaaaahhhh ...... orang2 repot saling bully saling ejek saling hujat saling lapor ... lihat in nih , beliau tetep santai , tidak nampak sedikit pun ada wajah emosi , belajar dr sini guys , beliau terima masukan apapun dalam bentuk apapun . ya sudah lah guys .... kalau di negeri ini semua masyarakat sampai pejabatnya santai tidak baper seperti beliau , pokus pada pekerjaan , bener2 nampak damai indonesia ini ya.",masyaalllaaaaaaaahhhh orang repot saling bully saling ejek saling hujat saling lapor lihat in nih beliau tetep santai tidak nampak sedikit pun ada wajah emosi belajar dr sini guys beliau terima masukan apapun dalam bentuk apapun ya sudah lah guys kalau di negeri ini semua masyarakat sampai pejabatnya santai tidak baper seperti beliau pokus pada pekerjaan bener nampak damai indonesia ini ya,positive
